package_name	version	family	file	line	matched_text	context
naudiodon2	2.5.0	RAW_NAPI_BUFFER	package/src/AudioIO.cc	182	napi_create_buffer_copy(	"  }
  REJECT_STATUS;

  c->status = napi_create_object(env, &result);
  REJECT_STATUS;
  if (c->mPaContext->getErrStr(errStr, /*isInput*/true)) {
    c->status = napi_create_string_utf8(env, errStr.c_str(), NAPI_AUTO_LENGTH, &err);
    REJECT_STATUS;
    c->status = napi_set_named_property(env, result, ""err"", err);
    REJECT_STATUS;
  } else {
    if (c->mChunk && c->mChunk->numBytes()) {
      c->status = napi_create_buffer_copy(env, c->mChunk->numBytes(), c->mChunk->buf(), &bufferData, &buffer);
      REJECT_STATUS;
      c->status = napi_create_uint32(env, c->mChunk->ts(), &ts);
      REJECT_STATUS;
      c->status = napi_set_named_property(env, buffer, ""timestamp"", ts);
      REJECT_STATUS;
    } else {
      c->status = napi_create_buffer_copy(env, 0, nullptr, &bufferData, &buffer);
      REJECT_STATUS;
    }
    c->status = napi_set_named_property(env, result, ""buf"", buffer);
    REJECT_STATUS;
    c->status = napi_create_uint32(env, c->mFinished, &finInt);"
naudiodon2	2.5.0	RAW_NAPI_BUFFER	package/src/AudioIO.cc	189	napi_create_buffer_copy(	"    REJECT_STATUS;
    c->status = napi_set_named_property(env, result, ""err"", err);
    REJECT_STATUS;
  } else {
    if (c->mChunk && c->mChunk->numBytes()) {
      c->status = napi_create_buffer_copy(env, c->mChunk->numBytes(), c->mChunk->buf(), &bufferData, &buffer);
      REJECT_STATUS;
      c->status = napi_create_uint32(env, c->mChunk->ts(), &ts);
      REJECT_STATUS;
      c->status = napi_set_named_property(env, buffer, ""timestamp"", ts);
      REJECT_STATUS;
    } else {
      c->status = napi_create_buffer_copy(env, 0, nullptr, &bufferData, &buffer);
      REJECT_STATUS;
    }
    c->status = napi_set_named_property(env, result, ""buf"", buffer);
    REJECT_STATUS;
    c->status = napi_create_uint32(env, c->mFinished, &finInt);
    REJECT_STATUS;
    c->status = napi_coerce_to_bool(env, finInt, &finished);
    REJECT_STATUS;
    c->status = napi_set_named_property(env, result, ""finished"", finished);
    REJECT_STATUS;
  }
"
@gjsify/napi	0.44.0	RAW_NAPI_BUFFER	package/src/napi-headers/node_api.h	123	napi_create_buffer(	"napi_async_destroy(napi_env env, napi_async_context async_context);

NAPI_EXTERN napi_status NAPI_CDECL
napi_make_callback(napi_env env,
                   napi_async_context async_context,
                   napi_value recv,
                   napi_value func,
                   size_t argc,
                   const napi_value* argv,
                   napi_value* result);

// Methods to provide node::Buffer functionality with napi types
NAPI_EXTERN napi_status NAPI_CDECL napi_create_buffer(napi_env env,
                                                      size_t length,
                                                      void** data,
                                                      napi_value* result);
#ifndef NODE_API_NO_EXTERNAL_BUFFERS_ALLOWED
NAPI_EXTERN napi_status NAPI_CDECL
napi_create_external_buffer(napi_env env,
                            size_t length,
                            void* data,
                            node_api_basic_finalize finalize_cb,
                            void* finalize_hint,
                            napi_value* result);
#endif  // NODE_API_NO_EXTERNAL_BUFFERS_ALLOWED"
@gjsify/napi	0.44.0	RAW_NAPI_BUFFER	package/src/napi-headers/node_api.h	129	napi_create_external_buffer(	"                   napi_value func,
                   size_t argc,
                   const napi_value* argv,
                   napi_value* result);

// Methods to provide node::Buffer functionality with napi types
NAPI_EXTERN napi_status NAPI_CDECL napi_create_buffer(napi_env env,
                                                      size_t length,
                                                      void** data,
                                                      napi_value* result);
#ifndef NODE_API_NO_EXTERNAL_BUFFERS_ALLOWED
NAPI_EXTERN napi_status NAPI_CDECL
napi_create_external_buffer(napi_env env,
                            size_t length,
                            void* data,
                            node_api_basic_finalize finalize_cb,
                            void* finalize_hint,
                            napi_value* result);
#endif  // NODE_API_NO_EXTERNAL_BUFFERS_ALLOWED

#if NAPI_VERSION >= 10

NAPI_EXTERN napi_status NAPI_CDECL
node_api_create_buffer_from_arraybuffer(napi_env env,
                                        napi_value arraybuffer,"
@gjsify/napi	0.44.0	RAW_NAPI_BUFFER	package/src/napi-headers/node_api.h	147	napi_create_buffer_copy(	"#endif  // NODE_API_NO_EXTERNAL_BUFFERS_ALLOWED

#if NAPI_VERSION >= 10

NAPI_EXTERN napi_status NAPI_CDECL
node_api_create_buffer_from_arraybuffer(napi_env env,
                                        napi_value arraybuffer,
                                        size_t byte_offset,
                                        size_t byte_length,
                                        napi_value* result);
#endif  // NAPI_VERSION >= 10

NAPI_EXTERN napi_status NAPI_CDECL napi_create_buffer_copy(napi_env env,
                                                           size_t length,
                                                           const void* data,
                                                           void** result_data,
                                                           napi_value* result);
NAPI_EXTERN napi_status NAPI_CDECL napi_is_buffer(napi_env env,
                                                  napi_value value,
                                                  bool* result);
NAPI_EXTERN napi_status NAPI_CDECL napi_get_buffer_info(napi_env env,
                                                        napi_value value,
                                                        void** data,
                                                        size_t* length);
"
@gjsify/napi	0.44.0	RAW_NAPI_BUFFER	package/src/cc/arraybuffer.cc	15	napi_create_buffer(	"// dates, bigint uint64 (P0.4).
//
// Reference: refs/node/src/{js_native_api_v8.cc,node_api.cc} (Node.js
// contributors, MIT) for per-function argument checks + status codes; realized
// over JSAPI.
//
// §5f — THE moving-GC data-pointer trap (the ""works in the demo, corrupts in
// production"" bug): SpiderMonkey stores SMALL ArrayBuffer contents INLINE in
// the movable GC cell, so a naive data pointer silently goes stale when a GC
// relocates the owning object — while the buffer is still alive. V8 never does
// this (out-of-line backing stores), so addons assume stability. Two
// mitigations, applied here:
//   1. Buffers WE create (napi_create_buffer(_copy), napi_create_arraybuffer)
//      always get malloc'd, OUT-OF-LINE contents via
//      JS::NewArrayBufferWithContents — inherently stable across GC.
//   2. For FOREIGN views (created in JS, possibly inline), every
//      napi_get_*_info pins the contents out-of-line with
//      JS::EnsureNonInlineArrayBufferOrView (js/experimental/TypedData.h:308,
//      confirmed present in mozjs-140) BEFORE handing out any pointer.
// Zero-copy external buffers ride JS::NewExternalArrayBuffer; the SM free
// callback must not call GC-capable JSAPI (js/ArrayBuffer.h), so the user's
// napi_finalize runs later on the loop via the §5b/§5c Reference death path
// (Node runs Buffer finalizers on the loop too, not in the GC free callback).

#include ""common.h"""
@gjsify/napi	0.44.0	RAW_NAPI_BUFFER	package/src/cc/arraybuffer.cc	163	napi_create_buffer(	"            return napi_biguint64_array;
        case JS::Scalar::Float16:
            return napi_float16_array;
        default:
            return napi_uint8_array;  // unreachable for a real typed array
    }
}

}  // namespace gjsify_napi

// ---- node::Buffer slice (node_api.cc:1055-1160) ----

napi_status NAPI_CDECL napi_create_buffer(napi_env env, size_t length,
                                          void** data, napi_value* result) {
    GJSIFY_NAPI_PREAMBLE(env);
    GJSIFY_NAPI_CHECK_ARG(env, result);
    void* backing = nullptr;
    JS::RootedObject ab(env->cx,
                        gjsify_napi::new_stable_arraybuffer(env, length,
                                                            &backing));
    if (!ab) {
        return gjsify_napi::set_last_error(env, napi_generic_failure);
    }
    return gjsify_napi::finish_buffer(env, ab, backing, data, result);
}"
@gjsify/napi	0.44.0	RAW_NAPI_BUFFER	package/src/cc/arraybuffer.cc	177	napi_create_buffer_copy(	"    GJSIFY_NAPI_PREAMBLE(env);
    GJSIFY_NAPI_CHECK_ARG(env, result);
    void* backing = nullptr;
    JS::RootedObject ab(env->cx,
                        gjsify_napi::new_stable_arraybuffer(env, length,
                                                            &backing));
    if (!ab) {
        return gjsify_napi::set_last_error(env, napi_generic_failure);
    }
    return gjsify_napi::finish_buffer(env, ab, backing, data, result);
}

napi_status NAPI_CDECL napi_create_buffer_copy(napi_env env, size_t length,
                                               const void* data,
                                               void** result_data,
                                               napi_value* result) {
    GJSIFY_NAPI_PREAMBLE(env);
    GJSIFY_NAPI_CHECK_ARG(env, result);
    void* backing = nullptr;
    JS::RootedObject ab(env->cx,
                        gjsify_napi::new_stable_arraybuffer(env, length,
                                                            &backing));
    if (!ab) {
        return gjsify_napi::set_last_error(env, napi_generic_failure);
    }"
@gjsify/napi	0.44.0	RAW_NAPI_BUFFER	package/src/cc/arraybuffer.cc	196	napi_create_external_buffer(	"    JS::RootedObject ab(env->cx,
                        gjsify_napi::new_stable_arraybuffer(env, length,
                                                            &backing));
    if (!ab) {
        return gjsify_napi::set_last_error(env, napi_generic_failure);
    }
    if (length > 0 && data != nullptr) {
        memcpy(backing, data, length);  // independent copy (own backing)
    }
    return gjsify_napi::finish_buffer(env, ab, backing, result_data, result);
}

napi_status NAPI_CDECL napi_create_external_buffer(
    napi_env env, size_t length, void* data,
    node_api_basic_finalize basic_finalize_cb, void* finalize_hint,
    napi_value* result) {
    GJSIFY_NAPI_PREAMBLE(env);
    GJSIFY_NAPI_CHECK_ARG(env, result);
    auto finalize_cb = reinterpret_cast<napi_finalize>(basic_finalize_cb);
    // Zero-copy external ArrayBuffer over the user's data. The SM deleter frees
    // nothing (external_buffer_noop_free) — the user's finalize_cb owns the
    // data and runs on the loop via the Reference death path below.
    mozilla::UniquePtr<void, JS::BufferContentsDeleter> contents(
        data, JS::BufferContentsDeleter(
                  gjsify_napi::external_buffer_noop_free, nullptr));"
libpq	1.11.0	NAN_NEWBUFFER	package/src/connection.cc	710	Nan::NewBuffer(	"  char* buffer = NULL;
  int async = info[0]->IsTrue() ? 1 : 0;

  TRACEF(""Connection::GetCopyData:async %d\n"", async);

  int length = PQgetCopyData(self->pq, &buffer, async);

  //some sort of failure or not-ready condition
  if(length < 1) {
    return info.GetReturnValue().Set(length);
  }

  info.GetReturnValue().Set(Nan::NewBuffer(buffer, length, FreeBuffer, NULL).ToLocalChecked());
}

NAN_METHOD(Connection::Cancel) {
  LOG(""Connection::Cancel"");

  Connection* self = NODE_THIS();

  PGcancel *cancelStuct = PQgetCancel(self->pq);

  if(cancelStuct == NULL) {
    info.GetReturnValue().Set(Nan::Error(""Unable to allocate cancel struct""));
    return;"
unix-dgram	2.0.7	NAN_COPYBUFFER	package/src/unix_dgram.cc	110	Nan::CopyBuffer(	"  msg.msg_iovlen = 1;
  msg.msg_iov = &iov;
  msg.msg_name = &u_addr.ss;
  msg.msg_namelen = sizeof u_addr.ss;

  do
    err = recvmsg(sc->fd_, &msg, 0);
  while (err == -1 && errno == EINTR);

  if (err == -1) {
    err = -errno;
  } else {
    argv[1] = Nan::CopyBuffer(scratch, err).ToLocalChecked();
    if (u_addr.s.sun_path[0] != '\0') {
      argv[2] = Nan::New<String>(u_addr.s.sun_path).ToLocalChecked();
    }
  }

  argv[0] = Nan::New<Integer>(static_cast<int32_t>(err));

  Nan::Call(sc->recv_cb_, sizeof(argv) / sizeof(argv[0]), argv);
}

void OnWritable(SocketContext* sc) {
  Nan::HandleScope scope;"
fontnik	0.7.7	NAPI_BUFFER_NEW	package/src/glyphs.cpp	471	Napi::Buffer<char>::New(	"            fontstack_writer.add_string(1, fontstack_name);
            fontstack_writer.add_string(2, range);
            for (auto const& glyph_pair : id_mapping) {
                fontstack_writer.add_message(3, glyph_pair.second);
            }
        } catch (std::exception const& ex) {
            SetError(ex.what());
        }
    }

    std::vector<napi_value> GetResult(Napi::Env env) override {
        std::string& str = *message_;
        auto buffer = Napi::Buffer<char>::New(
            env, &str[0], str.size(),
            [](Napi::Env env_, char* /*unused*/, std::string* str_ptr) {
                if (str_ptr != nullptr) {
                    Napi::MemoryManagement::AdjustExternalMemory(env_, -static_cast<std::int64_t>(str_ptr->size()));
                }
                delete str_ptr;
            },
            message_.release());
        Napi::MemoryManagement::AdjustExternalMemory(env, static_cast<std::int64_t>(str.size()));
        return {env.Null(), buffer};
    }
"
openzwave-shared	1.7.2	NAN_COPYBUFFER	package/src/utils.cc	211	Nan::CopyBuffer(	"		break;
	}
	case OpenZWave::ValueID::ValueType_Schedule:
	{
		break;
	}
	case OpenZWave::ValueID::ValueType_Raw:
	{
		uint8 *val, len;
		OZWManager(GetValueAsRaw, value, &val, &len);
		Nan::Set(valobj,
				 Nan::New<String>(""value"").ToLocalChecked(),
				 Nan::CopyBuffer((char *)val, len).ToLocalChecked());
		delete[] val;
		break;
	}
	default:
	{
		fprintf(stderr, ""unsupported value type: 0x%x\n"", value.GetType());
		break;
	}
	}
}

#if !(OPENZWAVE_16)"
@mongodb-js/zstd	7.0.0	BARE_BUFFER_NEW	package/addon/compression_worker.h	35	Buffer<uint8_t>::Copy(	"    }

    void OnOK() final {
        if (!m_result.has_value()) {
            Callback().Call({Error::New(Env(),
                                        ""zstd runtime  - async worker finished without ""
                                        ""a compression or decompression result."")
                                 .Value()});
            return;
        }

        const std::vector<uint8_t>& data = m_result.value();
        Buffer result = Buffer<uint8_t>::Copy(Env(), data.data(), data.size());

        Callback().Call({Env().Undefined(), result});
    }

   private:
    std::function<std::vector<uint8_t>()> m_worker;
    std::optional<std::vector<uint8_t>> m_result;
};

}  // namespace mongodb_zstd
#endif
"
react-native-node-api	1.1.1	RAW_NAPI_BUFFER	package/cpp/RuntimeNodeApi.cpp	10	napi_create_buffer(	"#include ""RuntimeNodeApi.hpp""
#include ""Logger.hpp""
#include ""Versions.hpp""
#include <string>

auto ArrayType = napi_uint8_array;

namespace callstack::react_native_node_api {

napi_status napi_create_buffer(napi_env env, size_t length, void **data,
                               napi_value *result) {
  napi_value buffer;
  if (const auto status = napi_create_arraybuffer(env, length, data, &buffer);
      status != napi_ok) {
    return status;
  }

  // Warning: The returned data structure does not fully align with the
  // characteristics of a Buffer.
  // @see
  // https://github.com/callstackincubator/react-native-node-api/issues/171
  return napi_create_typedarray(env, ArrayType, length, buffer, 0, result);"
react-native-node-api	1.1.1	RAW_NAPI_BUFFER	package/cpp/RuntimeNodeApi.cpp	25	napi_create_buffer_copy(	"  if (const auto status = napi_create_arraybuffer(env, length, data, &buffer);
      status != napi_ok) {
    return status;
  }

  // Warning: The returned data structure does not fully align with the
  // characteristics of a Buffer.
  // @see
  // https://github.com/callstackincubator/react-native-node-api/issues/171
  return napi_create_typedarray(env, ArrayType, length, buffer, 0, result);
}

napi_status napi_create_buffer_copy(napi_env env, size_t length,
                                    const void *data, void **result_data,
                                    napi_value *result) {
  if (!length || !data || !result) {
    return napi_invalid_arg;
  }

  void *buffer = nullptr;
  if (const auto status = callstack::react_native_node_api::napi_create_buffer(
          env, length, &buffer, result);
      status != napi_ok) {
    return status;
  }"
react-native-node-api	1.1.1	RAW_NAPI_BUFFER	package/cpp/RuntimeNodeApi.cpp	33	napi_create_buffer(	"  // https://github.com/callstackincubator/react-native-node-api/issues/171
  return napi_create_typedarray(env, ArrayType, length, buffer, 0, result);
}

napi_status napi_create_buffer_copy(napi_env env, size_t length,
                                    const void *data, void **result_data,
                                    napi_value *result) {
  if (!length || !data || !result) {
    return napi_invalid_arg;
  }

  void *buffer = nullptr;
  if (const auto status = callstack::react_native_node_api::napi_create_buffer(
          env, length, &buffer, result);
      status != napi_ok) {
    return status;
  }

  std::memcpy(buffer, data, length);
  return napi_ok;
}

napi_status napi_is_buffer(napi_env env, napi_value value, bool *result) {
  if (!result) {
    return napi_invalid_arg;"
react-native-node-api	1.1.1	RAW_NAPI_BUFFER	package/cpp/RuntimeNodeApi.cpp	106	napi_create_external_buffer(	"
  auto isTypedArray{false};
  if (const auto status = napi_is_typedarray(env, value, &isTypedArray);
      status == napi_ok && isTypedArray) {
    return napi_get_typedarray_info(env, value, &ArrayType, length, data,
                                    nullptr, nullptr);
  }

  return napi_ok;
}

napi_status
napi_create_external_buffer(napi_env env, size_t length, void *data,
                            node_api_basic_finalize basic_finalize_cb,
                            void *finalize_hint, napi_value *result) {
  napi_value buffer;
  if (const auto status = napi_create_external_arraybuffer(
          env, data, length, basic_finalize_cb, finalize_hint, &buffer);
      status != napi_ok) {
    return status;
  }

  // Warning: The returned data structure does not fully align with the
  // characteristics of a Buffer.
  // @see"
react-native-node-api	1.1.1	RAW_NAPI_BUFFER	package/cpp/RuntimeNodeApi.hpp	6	napi_create_buffer(	"#pragma once

#include ""node_api.h""

namespace callstack::react_native_node_api {
napi_status napi_create_buffer(napi_env env, size_t length, void **data,
                               napi_value *result);

napi_status napi_create_buffer_copy(napi_env env, size_t length,
                                    const void *data, void **result_data,
                                    napi_value *result);

napi_status napi_is_buffer(napi_env env, napi_value value, bool *result);

napi_status napi_get_buffer_info(napi_env env, napi_value value, void **data,
                                 size_t *length);

napi_status"
react-native-node-api	1.1.1	RAW_NAPI_BUFFER	package/cpp/RuntimeNodeApi.hpp	9	napi_create_buffer_copy(	"#pragma once

#include ""node_api.h""

namespace callstack::react_native_node_api {
napi_status napi_create_buffer(napi_env env, size_t length, void **data,
                               napi_value *result);

napi_status napi_create_buffer_copy(napi_env env, size_t length,
                                    const void *data, void **result_data,
                                    napi_value *result);

napi_status napi_is_buffer(napi_env env, napi_value value, bool *result);

napi_status napi_get_buffer_info(napi_env env, napi_value value, void **data,
                                 size_t *length);

napi_status
napi_create_external_buffer(napi_env env, size_t length, void *data,
                            node_api_basic_finalize basic_finalize_cb,
                            void *finalize_hint, napi_value *result);"
react-native-node-api	1.1.1	RAW_NAPI_BUFFER	package/cpp/RuntimeNodeApi.hpp	19	napi_create_external_buffer(	"                               napi_value *result);

napi_status napi_create_buffer_copy(napi_env env, size_t length,
                                    const void *data, void **result_data,
                                    napi_value *result);

napi_status napi_is_buffer(napi_env env, napi_value value, bool *result);

napi_status napi_get_buffer_info(napi_env env, napi_value value, void **data,
                                 size_t *length);

napi_status
napi_create_external_buffer(napi_env env, size_t length, void *data,
                            node_api_basic_finalize basic_finalize_cb,
                            void *finalize_hint, napi_value *result);

void __attribute__((noreturn)) napi_fatal_error(const char *location,
                                                size_t location_len,
                                                const char *message,
                                                size_t message_len);

napi_status napi_get_node_version(node_api_basic_env env,
                                  const napi_node_version **result);

napi_status napi_get_version(node_api_basic_env env, uint32_t *result);"
msgpack	1.0.3	NAN_NEWBUFFER	package/src/msgpack.cc	290	Nan::NewBuffer(	"
        try {
            v8_to_msgpack(info[i], &mo, &mz._mz, 0);
        } catch (MsgpackException e) {
            return Nan::ThrowError(e.getThrownException());
        }

        if (msgpack_pack_object(&pk, mo)) {
            return Nan::ThrowError(""Error serializaing object"");
        }
    }

    Local<Object> slowBuffer = Nan::NewBuffer(
        sb->data, sb->size, _free_sbuf, (void *)sb
    ).ToLocalChecked();

    return info.GetReturnValue().Set(slowBuffer);
}

// var o = msgpack.unpack(buf);
//
// Return the JavaScript object resulting from unpacking the contents of the
// specified buffer. If the buffer does not contain a complete object, the
// undefined value is returned.
static NAN_METHOD(unpack) {"
msgpack	1.0.3	NAN_COPYBUFFER	package/src/msgpack.cc	232	Nan::CopyBuffer(	"
        for (uint32_t i = 0; i < mo->via.array.size; i++) {
            Nan::Set(a, i, msgpack_to_v8(&mo->via.array.ptr[i]));
        }

        return a;
    }

    case MSGPACK_OBJECT_STR:
        return Nan::New<String>(mo->via.str.ptr, mo->via.str.size).ToLocalChecked();

    case MSGPACK_OBJECT_BIN:
        return Nan::CopyBuffer(mo->via.str.ptr, mo->via.bin.size).ToLocalChecked();
    case MSGPACK_OBJECT_MAP: {
        Local<Object> o = Nan::New<Object>();

        for (uint32_t i = 0; i < mo->via.map.size; i++) {
            Nan::Set(
                o,
                msgpack_to_v8(&mo->via.map.ptr[i].key),
                msgpack_to_v8(&mo->via.map.ptr[i].val)
            );
        }

        return o;"
node-crc16	2.0.7	NAPI_BUFFER_NEW	package/src/crc16_node.cc	69	Napi::Buffer<uint8_t>::New(	"
        Napi::Array sumForReturn = Napi::Array::New(env);
        sumForReturn[0U] = sumArry[0];
        sumForReturn[1] = sumArry[1];

        return sumForReturn;
    }
    else if (retType == ""buffer"")
    {
        uint8_t sumArry[2];
        CRC16CheckSum(bytes, len, sumArry);
        
        Napi::Buffer<uint8_t> sumBufferForReturn = Napi::Buffer<uint8_t>::New(env, 2);
        sumBufferForReturn.Data()[0U] = sumArry[0];
        sumBufferForReturn.Data()[1] = sumArry[1];
        
        return sumBufferForReturn;
    }
    else if (retType == ""int"")
    {
        uint16_t sum;
        CRC16CheckSum(bytes, len, &sum);
        return Napi::Number::New(env, sum);
    }
    else"
@confluentinc/kafka-javascript	1.10.0	NAN_NEWBUFFER	package/src/producer.cc	501	Nan::NewBuffer(	"    // the buffer or assign the buffer to a persistent handle.

    // I'm not sure which would be the more performant option. I assume
    // the persistent handle would be but for now we'll try this one
    // which should be more memory-efficient and allow v8 to dispose of the
    // buffer sooner

    message_buffer_length = node::Buffer::Length(message_buffer_object);
    message_buffer_data = node::Buffer::Data(message_buffer_object);
    if (message_buffer_data == NULL) {
      // empty string message buffer should not end up as null message
      v8::Local<v8::Object> message_buffer_object_emptystring =
          Nan::NewBuffer(new char[0], 0).ToLocalChecked();
      message_buffer_length =
          node::Buffer::Length(message_buffer_object_emptystring);
      message_buffer_data = node::Buffer::Data(message_buffer_object_emptystring); // NOLINT
    }
  }

  size_t key_buffer_length;
  const void* key_buffer_data;
  std::string * key = NULL;

  if (info[3]->IsNull() || info[3]->IsUndefined()) {
    // This is okay for whatever reason"
@confluentinc/kafka-javascript	1.10.0	NAN_NEWBUFFER	package/src/producer.cc	533	Nan::NewBuffer(	"    // the buffer or assign the buffer to a persistent handle.

    // I'm not sure which would be the more performant option. I assume
    // the persistent handle would be but for now we'll try this one
    // which should be more memory-efficient and allow v8 to dispose of the
    // buffer sooner

    key_buffer_length = node::Buffer::Length(key_buffer_object);
    key_buffer_data = node::Buffer::Data(key_buffer_object);
    if (key_buffer_data == NULL) {
      // empty string key buffer should not end up as null key
      v8::Local<v8::Object> key_buffer_object_emptystring =
          Nan::NewBuffer(new char[0], 0).ToLocalChecked();
      key_buffer_length = node::Buffer::Length(key_buffer_object_emptystring);
      key_buffer_data = node::Buffer::Data(key_buffer_object_emptystring);
    }
  } else {
    // If it was a string just use the utf8 value.
    v8::Local<v8::String> val = Nan::To<v8::String>(info[3]).ToLocalChecked();
    // Get string pointer for this thing
    Nan::Utf8String keyUTF8(val);
    key = new std::string(*keyUTF8);

    key_buffer_data = key->data();
    key_buffer_length = key->length();"
@confluentinc/kafka-javascript	1.10.0	NAN_NEWBUFFER	package/src/callbacks.cc	320	Nan::NewBuffer(	"        argv[0] = Nan::Null();
    }
    Local<Object> jsobj(Nan::New<Object>());

    Nan::Set(jsobj, Nan::New(""topic"").ToLocalChecked(),
            Nan::New(event.topic_name).ToLocalChecked());
    Nan::Set(jsobj, Nan::New(""partition"").ToLocalChecked(),
            Nan::New<v8::Number>(event.partition));
    Nan::Set(jsobj, Nan::New(""offset"").ToLocalChecked(),
            Nan::New<v8::Number>(event.offset));

    if (event.key) {
      Nan::MaybeLocal<v8::Object> buff = Nan::NewBuffer(
        static_cast<char*>(event.key),
        static_cast<int>(event.key_len));

      Nan::Set(jsobj, Nan::New(""key"").ToLocalChecked(),
              buff.ToLocalChecked());
    } else {
      Nan::Set(jsobj, Nan::New(""key"").ToLocalChecked(), Nan::Null());
    }

    if (event.opaque) {
      Nan::Persistent<v8::Value> * persistent =
        static_cast<Nan::Persistent<v8::Value> *>(event.opaque);"
@confluentinc/kafka-javascript	1.10.0	NAN_NEWBUFFER	package/src/callbacks.cc	350	Nan::NewBuffer(	"
      // Get rid of the persistent since we are making it local
      delete persistent;
    }

    if (event.timestamp > -1) {
      Nan::Set(jsobj, Nan::New(""timestamp"").ToLocalChecked(),
              Nan::New<v8::Number>(event.timestamp));
    }

    if (event.m_include_payload) {
      if (event.payload) {
        Nan::MaybeLocal<v8::Object> buff = Nan::NewBuffer(
          static_cast<char*>(event.payload),
          static_cast<int>(event.len));

        Nan::Set(jsobj, Nan::New<v8::String>(""value"").ToLocalChecked(),
          buff.ToLocalChecked());
      } else {
        Nan::Set(jsobj, Nan::New<v8::String>(""value"").ToLocalChecked(),
          Nan::Null());
      }
    }

    Nan::Set(jsobj, Nan::New<v8::String>(""size"").ToLocalChecked(),"
macos-export-certificate-and-key	2.0.1	BARE_BUFFER_NEW	package/src/binding.cc	45	Buffer<uint8_t>::Copy(	"  for (uint32_t i = 0; i < vec.size(); i++) {
    ret[i] = String::New(env, std::move(vec[i]));
  }
  return ret;
}

Value ExportCertificateAndKeySync(const CallbackInfo& args) {
  CertificatePredicate predicate = ExportCertificateAndKeyMakePredicate(args[0].ToObject());
  std::string passphrase = args[1].ToString().Utf8Value();

  try {
    const auto& result = ExportCertificateAndKey(std::move(predicate), std::move(passphrase));
    return Buffer<uint8_t>::Copy(args.Env(), result.data(), result.size());
  } catch (const std::exception& e) {
    throw Error::New(args.Env(), e.what());
  }
}

Value ExportAllCertificatesSync(const CallbackInfo& args) {
  Env env = args.Env();

  try {
    return StringListToArray(env, ExportAllCertificates());
  } catch (const std::exception& e) {
    throw Error::New(env, e.what());"
macos-export-certificate-and-key	2.0.1	BARE_BUFFER_NEW	package/src/binding.cc	76	Buffer<uint8_t>::Copy(	"      Worker(Function callback, CertificatePredicate&& predicate, std::string&& passphrase)
        : AsyncWorker(callback, PACKAGE "":ExportCertificateAndKey""),
        predicate(std::move(predicate)),
        passphrase(std::move(passphrase)) {}
      ~Worker() {}

      void Execute() override {
        result = ExportCertificateAndKey(std::move(predicate), std::move(passphrase));
      }

      void OnOK() override {
        try {
          Callback().Call({Env().Null(), Buffer<uint8_t>::Copy(Env(), result.data(), result.size())});
        } catch (const std::exception& e) {
          throw Error::New(Env(), e.what());
        }
      }

    private:
      std::vector<uint8_t> result;
      CertificatePredicate predicate;
      std::string passphrase;
  };

  Worker* worker = new Worker("
great-big-file-reader	1.0.4	NAPI_BUFFER_NEW	package/src/bindings.cc	166	Napi::Buffer<uint8_t>::New(	"  if(offset >= mf.length) {
    Napi::RangeError::New(env, ""offset must be within the file"").ThrowAsJavaScriptException();
    return env.Null();
  }

  if(offset + length > mf.length) {
    Napi::RangeError::New(env, ""offset plus length must be within the file"").ThrowAsJavaScriptException();
    return env.Null();
  }

  // TODO better error handling than none
  try {
    return Napi::Buffer<uint8_t>::New(env, static_cast<uint8_t*>(mf.data) + offset, length);
  } catch (const Napi::Error& e) {
    e.ThrowAsJavaScriptException();
    return env.Null();
  }
}

Napi::Value UnmapFileFromHandle(const Napi::CallbackInfo &info) {
  Napi::Env env = info.Env();

  if(info.Length() != 1) {
    Napi::TypeError::New(env, ""1 argument expected"").ThrowAsJavaScriptException();
    return env.Null();"
yatag	1.3.0	NAN_NEWBUFFER	package/test/node-gdal-async/src/gdal_memfile.cpp	232	Nan::NewBuffer(	"    memfile_collection.erase(mem->data);
    VSIUnlink(mem->filename.c_str());
    info.GetReturnValue().Set(Nan::New(*mem->persistent));
    delete mem;
  } else {
    // the file has been created by GDAL and the buffer is owned by GDAL
    // -> a new Buffer is constructed and GDAL has to relinquish control
    // The GC will call the lambda at some point to free the backing storage
    VSIGetMemFileBuffer(filename.c_str(), &len, true);
    // Alas we can't take the address of a capturing lambda
    // so we fall back to doing this like it was back in the day
    int *hint = new int{static_cast<int>(len)};
    info.GetReturnValue().Set(Nan::NewBuffer(
                                static_cast<char *>(data),
                                static_cast<size_t>(len),
                                [](char *data, void *hint) {
                                  int *len = reinterpret_cast<int *>(hint);
                                  Nan::AdjustExternalMemory(-(*len));
                                  delete len;
                                  CPLFree(data);
                                },
                                hint)
                                .ToLocalChecked());
  }
}"
